requirement_id,legacy_source,ilaten_requirement,current_ilaios_canonical_equivalent,repository_implementation_evidence,status
ILATEN-01359,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8444,- data classification and prohibited data categories;,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01360,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8446,"- required security, backup, retention, legal-hold, and recovery profile;",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01361,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8451,"Repository Register entries shall be versioned and attributable. The register shall reconcile periodically with the configured repository provider so that unregistered repositories, deleted repositories, unauthorized visibility changes, orphaned ownership, and configuration drift are detected. A provider inventory alone is insufficient because it may not contain purpose, classification, contractual scope, or historical identity.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01362,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8453,"An unregistered repository shall not produce an official ILATEN release, receive production credentials, operate a production deployment, or be represented as an authoritative product source. Discovery of an unregistered ILATEN repository requires classification, containment, ownership assignment, and either registration or controlled removal.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01363,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8457,"Every repository shall have an approved classification that determines its visibility, access, review, security, retention, and distribution controls. Classification shall consider source sensitivity, customer data, credentials, security controls, exploitability, intellectual property, contractual obligations, regulatory scope, deployment impact, and public disclosure intent.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01364,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8470,"A repository may require multiple handling labels, but it shall have one primary governance classification. Public is not a default and shall require affirmative approval. Changing private or restricted material to public is a material disclosure event and requires source history, secrets, privacy, licensing, intellectual-property, export, security, and customer-obligation review.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01365,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8472,Repository classification shall not be inferred solely from provider visibility. A private repository may still contain data that is prohibited from source control. A public repository may contain security-sensitive implementation whose disclosure is intentional and reviewed. Visibility is an enforcement setting; classification is the governed determination.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01366,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8476,"Repository Profiles translate this section into requirements appropriate to a repository class. A profile defines required metadata, top-level files, ownership rules, provider settings, protection rules, required checks, security features, backup, retention, documentation, license handling, release relationship, and archival behavior.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01367,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8478,"Profiles may include Product Service, Shared Library, Client Application, Mobile Application, Infrastructure, Documentation, Public Open Source, Security Restricted, Research, Template, and Archive. A repository shall use the narrowest profile that accurately represents its purpose. Combining unrelated purposes to avoid a stricter profile is prohibited.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01368,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8480,"A profile shall identify mandatory and optional root files, supported directory conventions, required automation, permitted binary content, generated-code handling, dependency policy, documentation expectations, and applicable Coding Standard Profiles. Provider-specific implementation may be defined in a subordinate settings profile.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01369,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8482,"Profile exceptions are governed, attributable, and reviewable. A repository shall not copy a template once and then drift indefinitely; profile conformance shall be monitored throughout the lifecycle.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01370,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8486,"Repository creation shall require an approved purpose, proposed name, classification, profile, owner, visibility, canonical organization, initial access group, and lifecycle expectation. The requester shall determine why a new repository is preferable to extending an existing repository and identify affected architecture, build, release, security, and documentation relationships.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01371,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8488,Creation authority shall be limited to approved organizational roles or automated provisioning. Personal accounts shall not create canonical ILATEN repositories. A repository created through emergency or provider-recovery procedures shall be reconciled into the Repository Register and normal governance immediately after the event.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01372,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8490,"New repositories shall be provisioned from controlled templates where a profile exists. Provisioning shall apply required metadata, ownership, security settings, rules, scanning, default visibility, root documentation, issue and vulnerability reporting behavior, and approved integration boundaries. Manual configuration is permitted only when automated provisioning is unavailable and the result is independently verified.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01373,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8492,"An empty repository shall not be represented as an active product component merely because it has been named or registered. Activation requires the minimum profile content, assigned owners, verified controls, and an approved initial baseline.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01374,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8498,"Before a governed operation, the applicable bootstrap or repository-validation control shall verify, as required by risk:",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01375,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8507,- tenant and task binding for customer-controlled repositories;,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01376,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8511,"Where a Git-based workflow uses a conventional remote alias such as `origin`, automation shall verify that the alias resolves to the registered canonical remote. The alias itself is not authority. Additional remotes shall be explicitly classified as upstream, mirror, fork, migration, customer, or other approved purpose and shall not silently become release or push targets.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01377,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8513,"Immutable Context shall bind the verified repository identity, exact baseline, authorized overlay or working state, task, tenant, and capability. A change in remote, branch, baseline, ownership, path, or relevant working state invalidates the context or requires controlled re-evaluation.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01378,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8517,Every registered repository shall have one of the following lifecycle states:,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01379,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8527,"9. **Retired:** no longer an active repository asset after required preservation, dependency removal, and disposal actions.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01380,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8529,"Lifecycle transitions require an accountable decision and evidence. A repository shall not be archived merely because activity is low, nor remain active merely because a build still references it. Transition criteria include dependency status, supported products, open vulnerabilities, customer commitments, release obligations, unresolved incidents, records retention, legal hold, and recovery need.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01381,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8531,"Quarantine prevents normal merge, build, release, dependency adoption, and credential use until the concern is resolved or a narrowly scoped recovery procedure is authorized. Quarantine shall not rewrite or delete the evidence that caused it.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01382,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8535,"Canonical repositories shall reside in approved enterprise-controlled namespaces. Organizational ownership shall not depend on a founder, employee, contractor, or vendor personal account. Under the Enterprise Profile, at least two appropriately authorized organizational administrators shall be capable of continuity actions, subject to separation of duties and access review.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01383,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8537,"A registered Single-Maintainer Bootstrap Profile may temporarily operate with one authorized organizational administrator while a second competent administrator is not yet available. The bootstrap state shall maintain organizational ownership, verified account recovery, separately protected recovery factors, least privilege, administrative-event logging, periodic access review, and a dated exit plan. It shall not be represented as two-person continuity, independent administration, or Enterprise separation of duties.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01384,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8539,"The bootstrap state shall be re-evaluated before any Stable or generally available release and whenever the Enterprise Profile becomes applicable. A second competent administrator shall be added when the Enterprise Profile becomes applicable. Continued single-administrator operation shall require active, time-bounded governance and shall not become permanent through inaction.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01385,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8541,"Organization names shall align with the legal entity, ILATEN brand, product purpose, or approved open-source identity. Duplicate, confusing, unofficial, experimental, and legacy brand namespaces shall not host canonical product repositories. Reserved namespaces and likely impersonation variants should be controlled where proportionate.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01386,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8543,"Bots, applications, build services, and service identities shall use dedicated non-human identities with explicit ownership, minimum permissions, credential rotation, revocation, and audit. Shared human accounts are prohibited. Repository administration through personal access credentials shall be minimized and time-bounded where alternatives exist.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01387,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8545,"External collaborators shall receive access through approved organization or team mechanisms and shall be bound to the exact repository and role required. Their access shall have sponsorship, purpose, review, and termination conditions. Customer repository access shall remain tenant- and contract-bound and shall not grant access to unrelated ILATEN or customer repositories.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01388,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8549,"Repository names shall be concise, stable, professional, globally understandable, and aligned with canonical ILATEN terminology. Technical repository identifiers shall use lowercase ASCII characters, numerals where semantically necessary, and hyphens as word separators unless the repository provider imposes a stricter compatible form.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01389,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8555,"Within an organization whose namespace already establishes the product, the product prefix may be omitted when omission remains unambiguous. Outside an ILATEN-controlled namespace, the `ilaten` prefix shall be used for official technical assets unless an approved public product name provides the required identity.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01390,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8557,"Names shall describe enduring purpose rather than current technology, temporary team, environment, project phase, or implementation mechanism. A service may be named for its bounded domain responsibility; it should not be named after a framework, database, cloud provider, individual, or short-lived organizational team unless that dependency is itself the product purpose.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01391,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8559,Repository names shall not include:,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01392,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8570,"The official brand shall appear as **ILATEN** in professional prose, product interfaces, and legal or marketing contexts. Lowercase `ilaten` is used within technical identifiers where the platform convention requires lowercase. Alternative capitalization, spacing, phonetic variants, or unofficial abbreviations shall not create competing product identity.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01393,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8572,"Names shall be checked against the Repository Register, package registries, deployment identifiers, documentation, public namespaces, and known security or trademark constraints as appropriate. Name availability does not establish approval.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01394,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8576,"Repository naming and internal technical naming shall form a coherent hierarchy. A repository may contain multiple components, but each component shall have a stable domain name and ownership. Package, module, service, executable, image, artifact, schema, and deployment identifiers shall derive from the canonical component terminology rather than inventing parallel labels.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01395,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8578,"Names shall preserve architectural distinctions. `policy`, `approval`, `capability`, `tool-gateway`, `validation`, `audit`, `evidence`, `code-intelligence`, `reasoning`, and `model-orchestration` shall not be used interchangeably. A component named `policy-engine` must represent the deterministic Policy Engine and shall not host general probabilistic reasoning. A component named `validator` shall not execute or authorize the action it validates.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01396,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8580,"Reusable packages shall be named for the capability they provide, not for the first consumer. Generic names such as `common`, `shared`, `utils`, `helpers`, and `core` require a narrowly documented responsibility or shall be replaced with domain-specific names. The canonical Trust Core may use `core` as an architectural term; unrelated utility collections shall not appropriate that authority.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01397,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8582,"Artifact identifiers shall distinguish source repository, package name, deployable service, container image, mobile application identifier, command, and public product label. They may be related but need not be identical. The mapping shall be documented in repository metadata and release records.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01398,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8584,"Environment names such as development, test, staging, and production belong in governed deployment or configuration identity, not in the repository name. Regional, tenant, and environment copies of a codebase shall not become separate repositories merely to carry configuration differences.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01399,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8588,"Directory and file names shall use the convention defined by the applicable Repository Profile and Coding Standard Profile. Names shall be readable, stable, and portable across supported operating systems. Case-only distinctions, trailing spaces or periods, ambiguous Unicode, control characters, shell-significant surprises, and names that collide on a supported filesystem are prohibited.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01400,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8590,"Paths shall not encode mutable ownership, individual names, temporary sprint identifiers, or lifecycle status that belongs in metadata. Directory depth and name length shall remain practical for supported tooling and platforms. Abbreviations shall be used only when established and unambiguous.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01401,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8592,File extensions shall match actual format and content. A file shall not conceal executable or binary content behind a misleading extension. Serialized and generated files shall identify their schema or generator where the profile requires it.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01402,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8594,"Test, fixture, migration, schema, policy, documentation, and generated files shall be named so that their relationship to the governed component is discoverable. Timestamp prefixes, sequence numbers, and version identifiers may be used where ordering is part of the contract, but the format and collision rules shall be defined.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01403,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8596,"Renaming a directory, file, package, service, or artifact that forms part of a public interface, import path, deployment identity, evidence reference, or customer integration is a compatibility change and shall follow migration and version governance.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01404,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8600,"Each repository shall use a profile-defined top-level structure appropriate to its purpose. A common product repository may include clearly separated areas for source, tests, documentation, configuration, scripts, infrastructure, schemas, migrations, examples, and generated artifacts, but no universal directory list is mandatory when a language or product domain has a more authoritative convention.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01405,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8602,"The root shall remain intentional and low-noise. It shall contain only entry-point documentation, manifests, lock files, licenses, governance files, tool configuration, and directories required to understand or operate the repository. Temporary output, local environments, editor state, downloads, cache, coverage output, build products, secrets, databases, logs, and personal notes shall not be tracked at the root or elsewhere unless the profile explicitly treats them as governed artifacts.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01406,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8604,"Source, generated code, vendored code, fixtures, and third-party material shall be distinguishable. Operational scripts shall not be mixed indistinguishably with developer conveniences. Production infrastructure definitions shall not be hidden inside undocumented example directories.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01407,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8606,"Directory structure shall reflect accepted architecture without duplicating the same authority across multiple locations. The location of Policy Engine, Tool Gateway, Validation Pipeline, Audit Engine, Evidence Chain, and Code Intelligence code shall make ownership and dependency direction clear. A directory rename shall not be used to claim that an architectural responsibility has changed.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01408,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8610,"The applicable Repository Profile shall define mandatory root files. Depending on classification and purpose, these may include:",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01409,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8624,README content shall not become an ungoverned duplicate of the canonical architecture. It should identify the repository's bounded purpose and link to authoritative standards. Security-sensitive setup instructions shall not include real credentials or unsafe defaults.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01410,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8626,"Root files shall be maintained as operational assets. A template copied during creation is not sufficient if ownership, commands, versions, or support status later becomes false. Machine-readable metadata and human-readable documentation shall be reconciled where both express the same fact.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01411,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8630,"Every active and maintenance repository shall have accountable owners with authority and competence appropriate to its classification. Ownership shall cover product behavior, architecture, security, operations, documentation, and release where those responsibilities exist. A single individual may temporarily hold multiple responsibilities in a small organization, but the roles and review obligations shall remain explicit.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01412,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8634,"Ownership configuration shall not grant unrestricted administrative access merely to enable review. Review responsibility and repository administration are distinct. Ownership rules shall be validated against active organization membership so that departed, suspended, or unavailable owners do not leave protected paths without review.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01413,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8636,"Orphan detection shall identify repositories and paths without active accountable ownership. An orphaned critical repository may enter maintenance or quarantine until ownership is restored. Ownership transfer shall include open risks, incidents, vulnerabilities, releases, dependencies, exceptions, credentials, provider settings, and support obligations.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01414,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8642,"Repository access shall use enterprise identity, strong authentication, least privilege, role-based or group-based assignment, and periodic review. Direct individual grants shall be minimized and justified. Administrative authority shall be limited, monitored, and separated from ordinary contribution where feasible.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01415,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8644,"Access decisions shall consider repository classification, employment or contractual relationship, job function, tenant or customer scope, support need, geography where applicable, and current security status. Membership in the organization does not imply access to every repository.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01416,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8646,"Programmatic access shall use approved applications, workload identities, deploy keys, or scoped tokens. Credentials shall be repository- or organization-scoped, purpose-bound, time-bound where supported, rotated, and revocable. A build or automation identity shall not have permission to administer organization settings, read unrelated repositories, or bypass protected references without an approved requirement.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01417,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8648,"Emergency access shall be time-bounded, attributable, monitored, and reviewed after use. Break-glass access shall not become persistent convenience access. Support access to customer-controlled repositories shall be activated only for the approved tenant, task, and period.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01418,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8650,"Access removal shall be prompt upon role change, contract termination, security concern, or expiration. Removal shall include provider sessions, tokens, keys, applications, integrations, local clones, and retained exports as applicable.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01419,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8654,"Material repository settings shall be defined through organization policy, reusable rulesets, approved templates, or version-controlled configuration where the provider supports them. Settings include visibility, creation and deletion authority, access roles, protected references, force-push and deletion restrictions, required checks, review requirements, signing, security scanning, vulnerability reporting, automation permissions, fork policy, merge methods, retention, and archival behavior.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01420,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8656,"Provider interfaces may allow administrators to change settings directly. Such changes remain controlled engineering actions and shall be attributable, reviewed, and reconciled against the approved profile. Administrative convenience does not create an exception.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01421,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8658,"Configuration drift shall be detected. Drift that weakens protected branches or tags, required checks, visibility, identity, security scanning, ownership, or access shall trigger remediation or quarantine according to severity. A provider default change shall not silently redefine ILATEN policy.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01422,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8664,"Repositories shall reserve branch, tag, and reference namespaces according to the approved branching and release model. Protected references, release tags, security-fix branches, automation references, and temporary work references shall be distinguishable and governed.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01423,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8666,"Reference names shall not impersonate environments, releases, approvals, customers, or security status. A branch named production does not establish that its content is deployed; a tag named stable does not establish release maturity; a reference named approved does not substitute for an approval record.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01424,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8668,"Default branch identity shall be recorded in the Repository Register and changed only through a controlled migration that updates automation, documentation, protections, dependencies, links, and recovery procedures. Repository code and tooling shall not assume a universal default branch where the registered value can be resolved.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01425,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8674,"The choice between a monorepository and multiple repositories shall be based on ownership, trust boundary, release independence, dependency coordination, access separation, data classification, build scale, operational coupling, customer distribution, and recovery needs. Neither structure is inherently more enterprise-ready.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01426,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8676,"A monorepository is appropriate when components share ownership, atomic change requirements, compatible access, coordinated validation, and common lifecycle. It shall provide path ownership, dependency boundaries, scalable checks, selective build behavior, and protection against unrelated change coupling.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01427,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8678,"Separate repositories are appropriate when components require materially different access, classification, ownership, public/private status, release cadence, legal treatment, customer boundary, technology lifecycle, or operational independence. Separation shall not be used to conceal circular dependencies, avoid quality gates, or fragment a coherent atomic change without an integration strategy.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01428,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8680,"Creating or combining repositories shall consider full history, open changes, issues, releases, packages, dependency references, vulnerability records, security advisories, automation, credentials, audit, and evidence. A material change to repository boundaries that affects architecture, authority, tenancy, release, or operational ownership requires an ADR.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01429,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8682,The Repository Register shall document the repository-boundary rationale and dependency relationship. A repository count metric shall not be used as a proxy for modularity or engineering maturity.,NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01430,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8686,"Shared source shall have explicit ownership, versioning, compatibility, security, and release responsibility. Copying source between repositories creates unmanaged forks and is prohibited unless the copy is an approved generated or vendored artifact with provenance and update policy.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01431,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8688,"A shared library shall represent a stable reusable capability, not a shortcut around domain boundaries. Trust-critical logic such as authorization, tenant enforcement, audit, evidence, or cryptography should be centralized only when the ownership and failure boundary remain clear and consumers cannot silently bypass it.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01432,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8690,"Cross-repository dependencies shall use approved package, artifact, schema, or source mechanisms with integrity and version control. Direct dependency on an unprotected branch, mutable remote file, personal fork, unregistered repository, or arbitrary commit from an untrusted namespace is prohibited.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01433,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8692,"Dependency direction shall match the canonical architecture. A lower-level deterministic component shall not depend on a presentation, customer-specific, or probabilistic component merely because its code is convenient to reuse.",NONE,NONE,MISSING_DOCUMENTATION
ILATEN-01434,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:8696,"Nested repositories, submodules, subtrees, remote includes, and equivalent external source mechanisms shall be used only when their identity, pinning, ownership, update, access, build, security, licensing, and recovery behavior are defined. They shall not introduce an unregistered or mutable dependency into an authoritative build.",NONE,NONE,MISSING_DOCUMENTATION
