requirement_id,legacy_source,ilaten_requirement,current_ilaios_canonical_equivalent,repository_implementation_evidence,status
ILATEN-00311,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1415,"| Experience Runtime | Hosts approved interactive surfaces and operator workflows, including ILATEN Console and the control surface of ILATEN Companion where applicable. | Holds user-session authority only; it cannot retain task execution credentials or invoke local or enterprise tools directly. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Canonical Runtime Zones,NONE,MISSING_IMPLEMENTATION
ILATEN-00312,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1416,"| Secure Access Runtime | Terminates supported authenticated interfaces, establishes tenant and service context, validates requests, protects real-time channels, and applies rate, abuse, integrity, idempotency, and replay controls. | External traffic cannot cross directly into Control, Execution, Validation, or Trust storage components. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Canonical Runtime Zones,NONE,MISSING_IMPLEMENTATION
ILATEN-00313,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1417,"| Control Runtime | Hosts task orchestration, Immutable Context, policy, risk, approval, identity, capability, Model Gateway, and Tool Gateway responsibilities. | Owns governed state progression and authority issuance but cannot perform unrestricted business execution or self-approve validation. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Canonical Runtime Zones,NONE,MISSING_IMPLEMENTATION
ILATEN-00314,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1420,"| Validation Runtime | Executes the required validation rules independently of the planner and executor. | Receives immutable result and artifact references, cannot modify the execution result, and cannot issue execution authority. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Canonical Runtime Zones,NONE,MISSING_IMPLEMENTATION
ILATEN-00315,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1421,"| Trust Runtime | Hosts protected event ingestion, buffered append-only audit persistence, Evidence Chain processing, artifact-integrity verification, and governed evidence access. | Operates continuously across all zones; producers cannot rewrite accepted history or control their own verification. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Canonical Runtime Zones,NONE,MISSING_IMPLEMENTATION
ILATEN-00316,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1427,"Runtime state is classified according to its authority, mutability, lifetime, and recovery requirements. The classes are kept distinct so that temporary worker state, derived telemetry, and intelligence context cannot be mistaken for authoritative task state.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime State Model,NONE,MISSING_IMPLEMENTATION
ILATEN-00317,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1437,"| Audit, evidence, and artifact-integrity state | Material events, chain links, artifact digests, verification status, retention, and evidence-package references. | Owned by the Trust Runtime; append-only or otherwise integrity-governed for the required lifecycle. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime State Model,NONE,MISSING_IMPLEMENTATION
ILATEN-00318,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1438,"| Operational telemetry and derived views | Metrics, traces, diagnostic logs, dashboards, search indexes, and non-authoritative projections. | Owned by platform and observability capabilities; retention may differ and state cannot be used as execution authority without source revalidation. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime State Model,NONE,MISSING_IMPLEMENTATION
ILATEN-00319,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1440,"Task state transitions use explicit compare-and-advance or equivalent concurrency protection. A delayed worker result, approval response, cancellation, or retry cannot overwrite a newer terminal or superseding state. Each transition identifies the expected current state and relevant context version. Conflicts produce reconciliation or controlled rejection rather than last-write-wins authority changes.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime State Model,services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00320,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1446,"The Control Runtime schedules tasks according to tenant quotas, risk class, resource requirements, execution locality, data-residency constraints, approval readiness, dependency availability, and operational priority. Scheduling priority affects when an eligible task may run; it cannot make an ineligible task executable, bypass a control, reduce evidence requirements, or grant access to a different tenant’s capacity or data.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Task Scheduling and Worker Allocation,NONE,MISSING_IMPLEMENTATION
ILATEN-00321,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1448,"Execution begins only after a restricted worker or device-bound runtime has been assigned an authenticated execution lease. The lease binds the worker identity, tenant, task, capability, permitted adapter and operation, resource class, environment, validity period, heartbeat requirements, cancellation channel, and evidence correlation. A worker cannot pull arbitrary tasks or reuse a lease for a different operation.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Task Scheduling and Worker Allocation,services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00322,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1452,"Concurrency is bounded at tenant, task type, adapter, target system, risk class, and platform levels as required. Limits prevent resource exhaustion, target overload, rate-policy violation, and correlated failure. Two tasks that could modify the same protected target require explicit concurrency control, serialization, optimistic conflict detection, or another governed consistency mechanism appropriate to the resource. Scheduling does not assume that independent requests are safe to execute concurrently.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Task Scheduling and Worker Allocation,NONE,MISSING_IMPLEMENTATION
ILATEN-00323,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1458,"The Tool Gateway remains the mandatory mediation point for supported enterprise operations. A worker may contain local runtime functions necessary to perform its approved task, but it cannot establish an unregistered side channel to source repositories, deployment targets, collaboration systems, data platforms, or other enterprise resources. Network egress and adapter access are restricted to the destinations and operations permitted by the active capability and deployment policy.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Isolation and Resource Control,NONE,MISSING_IMPLEMENTATION
ILATEN-00324,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1460,"Credentials are late-bound and short-lived wherever the integration model permits. They are delivered only to the component and task that require them, are excluded from plans and general logs, and are revoked or rendered unusable after expiry, cancellation, incident containment, worker termination, or task closure. A worker may not copy credentials into artifacts, evidence payloads, persistent caches, or another execution environment.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Isolation and Resource Control,NONE,MISSING_IMPLEMENTATION
ILATEN-00325,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1466,"Runtime communication uses authenticated component identities, tenant-bound contracts, encrypted channels, explicit schema versions, correlation, deadlines, and typed outcomes. Long-lived connections and real-time channels are continuously associated with the authenticated session and tenant; reconnecting does not preserve expired authority. A refreshed user session, worker channel, or device connection must re-establish current identity and authorization state.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Communication and Session Behavior,NONE,MISSING_IMPLEMENTATION
ILATEN-00326,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1470,"A device-bound executor that loses connectivity cannot accept new governed operations or extend existing authority on its own. An already active operation follows the policy-defined disconnection behavior: pause, cancel, complete a bounded local step, or enter a safe containment state. Any offline or continuity mode must be explicitly approved, limited in operation and duration, protected against replay, and reconciled with the Control and Trust runtimes before further governed work proceeds.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Communication and Session Behavior,services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00327,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1474,"Every runtime task and material sub-operation has an explicit deadline or policy-governed lifetime. Timeout does not imply that an external side effect did not occur. When completion is uncertain, the task enters a controlled indeterminate or reconciliation state. The runtime queries the authoritative target where supported, verifies artifacts and evidence, and determines whether retry, compensation, escalation, validation, or manual review is required.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Timeout, Cancellation, Retry, and Compensation",services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00328,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1476,"Cancellation is a stateful control action. It stops future progression, revokes or prevents further capability use, signals active workers, and records the request and resulting state. Cancellation cannot guarantee reversal of an action that has already produced an irreversible external effect. Workers acknowledge cancellation and terminate at safe interruption points where possible; non-responsive workers are isolated or terminated according to the runtime policy.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Timeout, Cancellation, Retry, and Compensation",NONE,MISSING_IMPLEMENTATION
ILATEN-00329,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1478,"Retry is allowed only when the operation, adapter contract, target state, capability validity, and policy permit it. The runtime distinguishes transport retry from business-operation retry and applies idempotency identity, attempt limits, backoff, target-state verification, and evidence correlation. A retry cannot silently acquire broader permission, a longer capability, a different target, or a changed plan. Exhausted retry produces an explicit failure or escalation state.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Timeout, Cancellation, Retry, and Compensation",services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00330,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1486,"Backpressure propagates across component boundaries. Access components may reduce admission; orchestration may defer eligible work; model and tool gateways may limit concurrent calls; workers may reject assignments they cannot isolate; validation may queue accepted inputs without declaring success; and the Trust Runtime may suspend evidence-dependent operations when protected ingestion capacity is unavailable. Queue state is tenant-bound, observable, bounded, and governed by expiry and fairness rules.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Availability, Backpressure, and Degraded Operation",NONE,MISSING_IMPLEMENTATION
ILATEN-00331,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1488,"Degraded modes are explicit policy objects with defined entry criteria, permitted operations, duration, compensating controls, evidence requirements, exit criteria, and mandatory review. A degraded mode cannot be created dynamically by the failing component and cannot weaken non-negotiable controls. Read-only access, status visibility, or safe cancellation may remain available while new execution is suspended.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Availability, Backpressure, and Degraded Operation",NONE,MISSING_IMPLEMENTATION
ILATEN-00332,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1494,"Workers that restart or reconnect do not assume their prior lease remains valid. They present their identity, task, lease, last acknowledged operation, material result references, and evidence correlation for verification. Duplicate or late results are retained as material events but cannot overwrite a newer accepted, rejected, cancelled, or closed disposition.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Recovery and Reconciliation,services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00333,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1504,"Development may use representative test environments and synthetic or appropriately governed data, but it cannot depend on direct mutation of production task state or audit history. Operational troubleshooting uses attributable, least-privilege, time-bound access and controlled evidence. Emergency production intervention remains a governed runtime action, not an extension of ordinary development privilege.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Development and Runtime Separation,NONE,MISSING_IMPLEMENTATION
ILATEN-00334,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1510,All implementations shall preserve the following runtime invariants:,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Observability and Invariants,NONE,MISSING_IMPLEMENTATION
ILATEN-00335,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1516,"- workers cannot acquire ambient enterprise access, expand scope, retain credentials, or reuse authority across tasks;",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Observability and Invariants,NONE,MISSING_IMPLEMENTATION
ILATEN-00336,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1519,- high-risk work uses the isolation and human approval required by policy;,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Observability and Invariants,NONE,MISSING_IMPLEMENTATION
ILATEN-00337,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1521,- disconnected or restarted workers cannot resume without current authority and state reconciliation;,docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Observability and Invariants,services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00338,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1525,"An implementation is non-conformant if it permits indefinite autonomous operation, relies on a user session as execution authority, gives a worker standing credentials, resumes expired work without revalidation, treats timeout as proof of no side effect, retries non-idempotent actions without reconciliation, bypasses isolation during capacity pressure, allows development access to become production authority, or closes a task successfully while runtime outcome or evidence remains uncertain.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.5 / Runtime Observability and Invariants,services/runtime/scheduler.py; services/control_plane/workflows.py; tests/test_worker_scheduler.py; tests/test_durable_workflows.py,PARTIAL
ILATEN-00339,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1531,"The ILATEN execution flow defines the canonical sequence by which enterprise intent becomes a controlled, validated, evidenced, and dispositioned outcome. The flow is a governed state machine, not a direct request-to-tool pipeline. Each stage has required inputs, an accountable component, explicit completion criteria, permitted successor states, failure behavior, and Trust Core obligations. A task advances only when the gate for the current stage has been satisfied.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Purpose and Governing Semantics,NONE,MISSING_IMPLEMENTATION
ILATEN-00340,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1533,"The flow separates proposal from permission, permission from execution, execution from validation, and validation from acceptance. Intelligence may prepare a plan, but it cannot authorize or execute it. A policy decision may permit progression, but it does not itself perform the operation. A worker may produce a result, but it cannot validate or accept that result. Successful validation may support acceptance, but controlled delivery occurs only after the applicable disposition and delivery conditions are satisfied.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Purpose and Governing Semantics,src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00341,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1535,"The canonical sequence contains twelve stages. Implementations may use additional internal substates for scheduling, waiting, recovery, or operational control, but they may not omit, reorder, or merge the authority boundaries represented by these stages. Denial, rejection, cancellation, timeout, indeterminate outcome, compensation, and failed delivery are first-class dispositions rather than exceptions hidden outside the state model.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Purpose and Governing Semantics,NONE,MISSING_IMPLEMENTATION
ILATEN-00342,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1545,"| 5 | Policy and capability evaluation | Policy Engine deterministically evaluates the context, proposal, requested capabilities, target, data classification, policy version, and applicable obligations. Identity and Capability Manager evaluates capability eligibility. | A structured permit, deny, clarification, additional-control, or approval-required outcome is recorded with policy version, reasons, constraints, evidence obligations, and eligible capability scope. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Canonical Twelve-Stage Flow,NONE,MISSING_IMPLEMENTATION
ILATEN-00343,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1546,"| 6 | Risk classification | Risk Classification Engine determines the risk class and required treatment using policy-governed factors and bounded advisory signals. | The task has an attributable, versioned risk classification, rationale, required isolation, validation depth, approval class, and escalation conditions. Confidence cannot create permission. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Canonical Twelve-Stage Flow,src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00344,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1547,"| 7 | Explicit human approval where required | Human Approval Engine presents the exact context, proposal digest, target, capabilities, risk, obligations, and validity period to an eligible approver and records the decision. | Required approval is explicit, attributable, scoped, time-bound, unrevoked, and bound to the reviewed material state. Silence, ambiguity, expiry, or material change is not approval. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Canonical Twelve-Stage Flow,NONE,MISSING_IMPLEMENTATION
ILATEN-00345,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1550,"| 10 | Independent result assessment through the Validation Pipeline | Validation Pipeline evaluates the result and artifacts using the required, versioned, independently governed rule set. | Every mandatory rule has an attributable result; integrity, defects, failures, waivers where permitted, and the aggregate validation status are recorded independently of the executor. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Canonical Twelve-Stage Flow,src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00346,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1551,"| 11 | Acceptance or rejection decision | The applicable deterministic acceptance rules and accountable authority evaluate the validation outcome, policy obligations, evidence completeness, and any required human disposition. Task Orchestrator records and advances the resulting state. | The result has an explicit accepted, rejected, or other policy-defined non-deliverable disposition with rationale, decision authority, references, and unresolved obligations. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Canonical Twelve-Stage Flow,src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00347,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1552,"| 12 | Controlled delivery, closure, and review | Task Orchestrator coordinates delivery of accepted output to the verified destination, revokes remaining authority, completes cleanup and retention obligations, and initiates required post-task review. | Delivery outcome, destination, artifact identity, capability revocation, worker cleanup, evidence status, review obligations, final task state, and closure time are recorded. |",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Canonical Twelve-Stage Flow,NONE,MISSING_IMPLEMENTATION
ILATEN-00348,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1560,Identity verification establishes the principal that is accountable for the request. Authentication success alone is insufficient. The system verifies that the identity is valid for the claimed tenant and channel and that the request has not exceeded the principal’s permitted entry scope. Authorization to submit a request remains different from authorization to execute its requested action. Service identities and device identities are evaluated under the same principle and cannot inherit human authority merely because they act on behalf of a user or integration.,"docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stages 1–3: Intake, Verification, and Immutable Context",NONE,MISSING_IMPLEMENTATION
ILATEN-00349,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1564,"If required context is missing, conflicting, stale, or unverifiable, the task enters clarification, denial, or controlled suspension. Clarification responses do not mutate the accepted context in place. They create a renewed context version and cause any dependent proposal or control decision to be regenerated or re-evaluated. A material tenant, target, identity, environment, classification, or purpose change cannot be treated as a minor field update.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stages 1–3: Intake, Verification, and Immutable Context",NONE,MISSING_IMPLEMENTATION
ILATEN-00350,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1568,"The Model Gateway supplies the AI Reasoning and Recommendation Engine with only the context authorized for the planning purpose. The resulting proposal identifies the intended actions, sequence, required tools or capabilities, target resources, inputs, expected outputs, preconditions, validation expectations, external side effects, reversibility assumptions, dependencies, and material uncertainty. The proposal is versioned and bound to the Immutable Context through integrity references.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stage 4: Proposal Preparation,src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00351,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1570,"A proposal is untrusted as an executable instruction. It cannot issue capabilities, call the Tool Gateway, contact enterprise resources, approve itself, lower its own risk, select weaker policy, or declare its result acceptable. Structured output improves evaluation but does not create authority. Confidence information is recorded as an advisory signal and cannot substitute for policy, approval, or validation.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stage 4: Proposal Preparation,src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00352,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1572,"If the proposal cannot be produced safely or lacks essential information, the task may request clarification, fail, or return to a renewed context stage. Multiple candidate proposals may be compared where the product workflow permits, but only the proposal selected for governance proceeds. Selection and version identity are evidenced; discarded proposals do not silently become executable alternatives.",docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stage 4: Proposal Preparation,src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00353,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1576,"The Policy Engine evaluates the exact proposal and context versions. It determines whether the requested action is prohibited, permitted within stated constraints, requires additional information or controls, or requires human approval. Capability evaluation determines which operations are eligible under the principal, tenant, target, tool, and policy. A policy permit defines the conditions under which progression may continue; it does not issue the runtime capability used for execution.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stages 5–7: Policy, Risk, and Human Approval",NONE,MISSING_IMPLEMENTATION
ILATEN-00354,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1578,"The Risk Classification Engine evaluates action type, privilege, target criticality, data sensitivity, external side effects, blast radius, reversibility, isolation strength, validation coverage, and relevant advisory signals. Risk classification may strengthen policy obligations, require a higher approval class, mandate stronger isolation, reduce capability duration, or increase validation depth. A favorable confidence signal cannot weaken a mandatory policy or remove required human responsibility.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stages 5–7: Policy, Risk, and Human Approval",src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00355,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1580,"Where approval is required, the Human Approval Engine freezes the reviewed material state through context and proposal digests and presents the approver with the facts necessary for an accountable decision. Approver eligibility and separation-of-duty rules are verified. Approval may include narrower conditions than the request, such as a reduced target, shorter validity, additional validation, maintenance window, or prohibition on a destructive sub-operation.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stages 5–7: Policy, Risk, and Human Approval",src/core/immutable_context.py; src/core/tool_gateway.py; services/control_plane/workflows.py; tests/test_governed_runtime.py,PARTIAL
ILATEN-00356,dev/openclaw/migration_input/ILATEN_Enterprise_AI_Operating_System_Canonical_Architecture_v1.0(3)(4).md:1582,"A denied approval terminates or returns the task to an explicitly governed revision path; it does not trigger automatic replanning designed to evade the denial. An approval request that expires, is revoked, or becomes invalid because the context, proposal, risk, target, or capability changed cannot be reused. A revised task must pass the affected policy, risk, and approval gates again.","docs/canonical/ILAIOS_ENTERPRISE_AI_OPERATING_SYSTEM_CANONICAL_ARCHITECTURE.md :: 2.6 / Stages 5–7: Policy, Risk, and Human Approval",NONE,MISSING_IMPLEMENTATION
